title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
Giant negative photomagnetism in an alterlattice,https://www.nature.com/articles/s41467-026-76523-2,Nature Communications,2026-08-07 00:00:00 UTC,2026-08-07 00:00:00+00:00,10.1038/s41467-026-76523-2,Guangshe Li,"Photomagnetism enables optical control of spin order for engineering non-equilibrium phases, yet studies remain largely confined to ferromagnetic systems. Here, we introduce the alterlattice, an emergent structural motif realized in the cation- and anion-deficient perovskite oxide La0.4Ca0.4TiO3–δ. The alterlattice is a three-dimensional alternately patterned superstructural network arising from structural competition, in which average lattice is described by Ibmm symmetry while local superstructure relaxes toward Cmmm symmetry. Within this motif, photo-induced antiferromagnetic correlations develop below 19 K. Under 473 nm illumination, the susceptibility of the alterlattice host decreases by 51.7% at 2 K and 1 T and rapidly recovers in the dark. The observed giant negative photomagnetism is associated with anisotropic strain fields that guide defect-mediated photocarrier transport, thereby driving the system from a spin-dilute paramagnetic state toward a short-range antiferromagnetic state with quasi-one-dimensional characteristics. The alterlattice opens a route to three-dimensional defect-topology engineering for non-equilibrium phases and antiferromagnetic spintronics.",nature_html,0
Lying mirror using structured surfaces,https://www.nature.com/articles/s41467-026-76488-2,Nature Communications,2026-08-07 00:00:00 UTC,2026-08-07 00:00:00+00:00,10.1038/s41467-026-76488-2,Aydogan Ozcan,"We introduce an all-optical system, termed the “lying mirror”, to hide input information by transforming it into misleading, ordinary-looking patterns that effectively camouflage the underlying image data and deceive the observers. This misleading transformation is achieved through passive light-matter interactions of the incident light with an optimized structured diffractive surface, enabling the optical concealment of any form of secret input data without any digital computing. These lying mirror designs were shown to camouflage different types of input image data, exhibiting robustness against a range of adversarial manipulations, including random image noise as well as unknown, random rotations, shifts, and scaling of the object features. The feasibility of the lying mirror concept was also validated experimentally using a structured micro-mirror array along with multi-wavelength illumination at 480, 550 and 600 nm"" role=""presentation"">nm{nm}, covering the blue, green and red image channels. Furthermore, we created a broadband lying mirror that operates across a continuous spectral range, enhancing its adaptability under diverse illumination conditions. This framework showcases the power of structured diffractive surfaces for visual information processing and might find various applications in defense, security and entertainment.",nature_html,0
Key engineering innovations in industrial-scale cyclohexanone production via cyclohexene esterification–reduction,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag465/8754117?rss=1,National Science Review Advance Access,2026-08-07 00:00:00 UTC,2026-08-07 00:00:00+00:00,10.1093/nsr/nwag465,Minghua Qiao,"Conventional industrial technologies for cyclohexanone production, a key precursor to ε-caprolactam, primarily cyclohexane oxidation (CHA-Ox) and cyclohexene hydration (CHE-Hydr), are constrained by an inherent trade-off between conversion and selectivity. This leads to low carbon atom utilization or high energy intensity, together with substantial environmental burdens. The cyclohexene esterification–reduction (CHE-ER) route, first proposed by the Research Institute of Petroleum Processing (RIPP), delivers exceptional conversion and selectivity and therefore offers a promising platform for next-generation cyclohexanone production. However, the central challenge has been to translate the intrinsic advantages of this chemistry into a process that is simultaneously economically competitive and environmentally sustainable. Here we report a set of critical chemical engineering innovations that streamline process design and substantially reduce energy consumption. By leveraging the inertness of cyclohexane during cyclohexene esterification, we designed a new extraction system that selectively separates benzene from its partial hydrogenation products. We further implemented a hybrid reactor configuration integrating a fixed-bed reactor with a catalytic reactive distillation reactor for cyclohexene esterification with acetic acid. In addition, we identified and strategically harnessed the beneficial roles of cyclohexane in facilitating reaction heat dissipation and excess acetic acid separation. These innovations have been successfully deployed in a 400 kt yr–1-capacity industrial plant for cyclohexanone production via the CHE-ER route, affording nearly complete cyclohexene conversion and cyclohexyl acetate selectivity above 99.0%. This work establishes a new-generation of industrial technology for cyclohexanone production that maximizes economic benefit, while minimizes energy demand and environmental impacts associated with conventional processes.",rss_oup,0
Electron delocalization in a fullerene-dumbbell triad: synergistically optimizing carrier dynamics for boosting photocatalytic hydrogen evolution,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag479/8754131?rss=1,National Science Review Advance Access,2026-08-07 00:00:00 UTC,2026-08-07 00:00:00+00:00,10.1093/nsr/nwag479,Chunli Bai,"Organic photocatalysts typically suffer from compromised carrier dynamics due to inherently low electron mobility and high exciton binding energy, limiting efficient photoconversion. Herein, we synergistically optimize carrier dynamics by modulating electron delocalization using a fullerene-based dumbbell-triad, B2, consisting of a dithienopyrrolobenzothiadiazole donor and two C60 acceptors. Steady-state and transient photoelectrochemical measurements confirm that, compared to the mono-fullerene-based B1 and the dodecyl-modified dumbbell-counterpart B3, B2 nanoparticles exhibit pronounced electron delocalization. This effect significantly reduces the exciton binding energy, enhances the electron mobility, prolongs the carrier lifetime and extends its intermolecular diffusion length, thereby synergistically optimizing charge-carrier generation, transport, and utilization. Consequently, B2 exhibits a markedly improved photocatalytic hydrogen evolution rate (136 mmol g−1 h−1), surpassing B1 by 17.4 times, positioning it competitively among high-performing single-component photocatalysts. This work provides a novel strategy for optimizing photogenerated carrier dynamics, and elucidates the critical role of electron delocalization in boosting photoconversion.",rss_oup,0
Universal vaccine for pneumococcal disease moves closer to reality,https://www.nature.com/articles/d41586-026-02462-z,Nature,2026-08-07 00:00:00 UTC,2026-08-07 00:00:00+00:00,10.1038/d41586-026-02462-z,,,,0
Briefing Chat: Is DNA repair the secret to a long life? Whales and mole rats offer tantalizing hints,https://www.nature.com/articles/d41586-026-02488-3,Nature,2026-08-07 00:00:00 UTC,2026-08-07 00:00:00+00:00,10.1038/d41586-026-02488-3,Nick Petrić Howe,,,0
Wafer-scale subwavelength excimer lithography enabled by dry-transferable photoresist,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag477/8754130?rss=1,National Science Review Advance Access,2026-08-07 00:00:00 UTC,2026-08-07 00:00:00+00:00,10.1093/nsr/nwag477,Huigao Duan,"The rapid development of micro- and nanoscale devices has driven demand for wafer-scale, high-resolution nanostructure fabrication, which remains challenging for current nanolithography technologies. Here, we develop a cost-effective and high-throughput lithographic strategy for patterning sub-wavelength nanostructures over wafer-scale areas. This strategy is based on perfect conformal contact lithography combined with vacuum ultraviolet excimer irradiation at 172 nm. Using specially modified, transferable polymethyl methacrylate as a photoresist, the resulting approach enables high-fidelity, wafer-scale (8 inch) replication and fabrication of nanoscale (100 nm) patterns on both rigid and flexible substrates. We further develop a physical pattern-transfer method enabling high-resolution, solvent-free lift-off over large areas with 100% yield. The applicability of the lithography and pattern transfer strategy is demonstrated by the fabrication of 6560 nano-gap electrode structures over an area of 4 cm2 for MoS₂ transistor fabrication. Together with the demonstration of 12 representative transistors exhibiting on/off ratios approximately 108 and a large-aperture (10 cm) metalens enabling high-quality long-distance imaging, these results confirm the applicability of the proposed lithography and pattern transfer strategy across both electronic and optical devices.",rss_oup,0
Low curvature combined with high amorphization improves SERS sensitivity of semiconducting Rh–Se mesoporous nanospheres toward non-adsorbing resistant pollutants,https://www.nature.com/articles/s41467-026-75365-2,Nature Communications,2026-08-07 00:00:00 UTC,2026-08-07 00:00:00+00:00,10.1038/s41467-026-75365-2,Yusuke Yamauchi,"Amorphous metal–selenium (M–Se) alloys hold promise for applications such as catalysis, electronics, and surface-enhanced Raman spectroscopy (SERS) sensing due to their surface reactivity, isotropic properties, and tunable bandgap. However, controlling the synthesis of nanostructured noble-metal-based M–Se materials is difficult, as the strong metallic bonding and low chemical reactivity of noble metals hinder homogeneous selenization. Here we show a one-step micellar self-assembly reduction method to produce amorphous semiconducting Rh–Se mesoporous nanospheres (a-Rh–Se MNs). We systematically investigate how composition, surface curvature, and crystallinity affect SERS performance. a-Rh–Se MNs with low curvature and high amorphization achieve enhanced sensitivity toward typically non-adsorbing, low-polarizability analytes, including hexachlorobenzene, anthracene, and polytetrafluoroethylene microplastics (even in wastewater). Combined experimental and theoretical analyses reveal that co-modulating curvature and amorphization tunes key electronic descriptors (e.g., d-band center and work function), thereby promoting resonant charge transfer. This finding overturns the conventional paradigm that prioritizes high-surface-area substrates. Our work establishes mesostructured a-Rh–Se for SERS applications and provides insights into M–Se surface chemistry for designing advanced SERS materials.",nature_html,0
Selective and autonomous generation of singlet oxygen for synergistic heavy metal-organic removal without energy input,https://www.nature.com/articles/s41467-026-76402-w,Nature Communications,2026-08-07 00:00:00 UTC,2026-08-07 00:00:00+00:00,10.1038/s41467-026-76402-w,Zuoren Nie,"A fundamental challenge across environmental catalysis is the reliance on external energy or chemical inputs to drive detoxification reactions. Here, we transcend this limitation with a pollutant-driven framework, demonstrated by a variable-valent molybdenum oxide (MoOx). A vacancy-anchored dual-site polarization mechanism enables the selective conversion of adsorbed oxygen into singlet oxygen (1O2), bypassing radical intermediates, driven by the synergistic interaction between low-valent Mo and high-valent metal ions. This process achieves simultaneous heavy-metal reduction and organic degradation without the addition of molecular oxygen (O2) gas, external energy (e.g., light, electricity, or heat), or chemical oxidants (e.g., persulfate or peroxide). The MoOx material maintains robust performance in complex water and retains over 99% removal efficiency after closed-loop regeneration. This work establishes a general design principle for energy-autonomous catalysis, bridging environmental remediation with sustainable chemistry and suggesting a potential pathway for self-sustaining processes in wastewater and beyond.",nature_html,0
Evaluating technology upgrades as a complement to traditional bill assistance programs,https://www.nature.com/articles/s41467-026-76489-1,Nature Communications,2026-08-07 00:00:00 UTC,2026-08-07 00:00:00+00:00,10.1038/s41467-026-76489-1,Galen Barbose,"State programs to improve energy affordability and reduce energy burden (the share of income spent on energy) could mitigate concerns about rising electricity prices. Many states offer bill assistance and rebates for weatherization and rooftop solar to income-qualifying households. Here, we analyse how these approaches may complement one another to improve energy affordability. Results illustrate trade offs between program costs and energy burden reduction, as well as between a program’s upfront and ongoing costs. Generally, the three strategies complement one another to improve energy affordability at lower net present cost than bill assistance alone, with varying effects across regions. Weatherization can reduce the solar installation capacity needed, and both together can reduce or eliminate ongoing reliance on bill assistance. Under full uptake among cost-effective households, fully rebated weatherization and solar rebated at $0.48/Watt, combined with bill assistance, yield the same modelled net present cost as bill assistance alone while reducing the share of low-income owner-occupied households with high energy burdens from 66% to 19%, compared with 34% under bill assistance alone. Absent tax credits, weatherization still reduces energy burden and bill assistance program costs, whereas solar may not be cost-competitive.",nature_html,0
